Text,Label
@MichelFlori Tu peux continuer tu reste un gros con !,Bullying
Le plus gros bidonville d&amp;#39;Europe se trouve en France https://t.co/dtF9F04Iub,None
N3al sheitane j'me reveille avec des gros trace de main sur mon bras ???,None
@calounettes Merci ma Pascale passe un bon dimanche gros bisous ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜,None
"Vais-je acheter ça comme un gros iencli ?
Fort probable https://t.co/m5XgB1zcyo",None
@Kayane Oui mais ils ont fait un gros effort sur la jaquette.,None
@ploussier C'est une blague ou vous àªtes débile ?,Bullying
@Flo47140632 @diaaah24 @Cookie7_66 à€ quel moment j'ai trouvé une excuse et/ ou j'ai défendu cette debile ?! Va fall €¦ https://t.co/zSmD9PHvBn,Bullying
"RT @maelledgh: Je suis vrmt entrain de juger de ouf les meifs de miss france 2023 alors que je suis sous gros jogo et gros sweat.
Mdrrr le €¦",Sexism
"Ma mère est nounou. Un jour, un petit de 2 ans a fait sa sieste dans mon lit (j'étais au collège). Il a fait ðŸ’©et a €¦ https://t.co/V6wejTFejd",None
"RT @nissaandthecity: Another day pour tweeter sur les gros darons qui poussent dans les transports communs. 
Paris ville de l'amour ?
Je ne €¦",None
RT @HaabiiyS: Pourquoi quand les rebeux vont parler des renois etc ils aiment prouver que ce n'est pas en mal?,Racism
"@PlacardDeCasa On n'arrive pas à  savoir qui est la plus conne des deux, c'est un concours permanent ðŸ˜ https://t.co/e0HRYaXfxL",Bullying
@LenZur95 Le chat est un gros pervers ðŸ˜Š,Sexism
Les gros ils aiment pas quand on leurs dit la vérité . Vous pensez on va changer la taille des avions parce que vou €¦ https://t.co/OO6Edr1wOK,None
"@ConfessionsFR bien sà»r tu risques gros, ton banquier va te balancer",None
@faureolivier ET TOI GROS CON T'AS à‰Tà‰ à‰LU COMMENT  €¦ SOUMIS DE MERDE QUE TU ES ..,Hate_Speech
@lb_broxy @LucasGilles14 J'suis vraiment debile c'est ça le pire,None
RT @MoroccoIntel: ðŸ‡²ðŸ‡¦ðŸ‡ªðŸ‡¸| La Mairie de Calahorra dément la fake news de Gilbert Collard qui accusait un migrant marocainðŸ‡²ðŸ‡¦ d'avoir détruit un €¦,None
RT @cestmino: Elle va là¢cher un gros twerk en direct l'émir du Qatar il va peté un cà¢ble,None
"RT @TuttiPorLaMama: En train de faires pipi avé mon gros zizi ptdrrrrrrðŸ˜†ðŸ˜†ðŸ˜ŽðŸ˜ŽðŸ’ª
Jess ðŸ¤ ",Sexism
@JohnRhume @JLMelenchon C'est surtout un gros poivrot sous Xanax,None
"#KSPAvent j18 : Moche

BureauCraft Design présente : son dernier prototype de citerne de terrain. Très gros travail €¦ https://t.co/X3uwb6nyFU",None
gros play @ymir1708 va écouter mv https://t.co/KmgokgdbCu,None
@Sosaaaaaaaw Tu vis ta meilleure vie et tu sers à  rien en gros,None
"@LaineChristian @NiusMarco @l_extracteur Non
La Terre plate est une hypothèse de gros péquenaud
Les élites intellec €¦ https://t.co/C8YEqchfla",None
RT @MSolidarites: ðŸ“¢Appel à  des manifestations sur tout le territoire le 18 décembre 2022 à  l'occasion de la journée internationale des migr €¦,None
Une personne avisée me l'a fait remarqué mais Bourdieu est quand màªme le mec qui a produit le plus gros instrument €¦ https://t.co/hLnTARkq0D,None
@randyorton_guts @NibiruPhoto @shanleymclaren Fils de pute inshallah ta mère elle tombe dans un ruisseau,Hate_Speech
@robiBeltalo @Tsunamiiche @MontCorvo_Off Ah donc t'es vrm débile,Bullying
@kazu_spl3 Tu va lancer une vague d'harcèlement toi aussi ? C'était juste un avis mon reuf. https://t.co/6DI4EQQNfB,None
@grrr_mel @AidelZack Mdr ce doit àªtre ta mère la pute nn surtout pas oit,Hate_Speech
@rbw12_ @127_squad__ on est trop conne ðŸ˜‚,Bullying
@slamdvnkz ça va pas gros?,Bullying
En vrai qd tu regarde les equipe de la France Allemagne Brésil Espagne Portugal c la tu vois messi il a pas de gros €¦ https://t.co/Lt36BviOuX,None
"La France gagne aujourd'hui, pute argentine",Hate_Speech
@theswaggisss t'es conne ou quoi ? tu l'es traite de menteuse et tu dis personne dis ça ? clocharde,Hate_Speech
@lovelydolly22 je dirais que le but est que les gens ouvre les tweets pour les stats..... en gros ça oblige la pers €¦ https://t.co/g68Z3TKGYy,None
"RT @razzorbakkusII: A dimanche bande de fils de pute
#argfra #FRA #francemaroc #FRAARG #Messið“ƒµ #Argentina https://t.co/pEKlB5m72K",Hate_Speech
RT @UnAigri: C'est une dinguerie d'àªtre à  la fois malhonnàªte et débile comme ça mdrrrrrrrr https://t.co/tREeX1w5hw,Bullying
@chouettalphabet @shilderi @abomangoli @PascaleMartin24 C'est le but de ce service: la jouissance sexuelle. Un serv €¦ https://t.co/FPlvCUUE28,Sexism
@rubenswkz AHAHAHAHAHA wlh gros ces fdp genre jaitous les poin possible,Hate_Speech
@RolydeFrance @BB37000_Parodie @christiesparis Faut àªtre débile pour y croire mdr,Bullying
"@Barto2leretour Eh ouais gros ont a fait un concert soutien à  Adama , ont avaient tous une fourchette à  la main gro €¦ https://t.co/5x7oLNfLKf",None
"@thesecondPalet Ah?
Je n'avais pas la ref, désolé.
Pourtant j'ai vu les 2 premières saisons.
J'avais juste le cà´té gros pervers en tàªte",None
"@AmlieCHAMPAGNE3 C'est tellement débile et prétentieux de penser que ce truc marche un jour...
J'imagine qu'on appr €¦ https://t.co/v1YoLBTSNX",Bullying
@Patalo310 @YlDavs @bayern457777 @_BeFootball La tàªte que tu dois avoir toi enfant de pvte va il connaît rien au fo €¦ https://t.co/DeCRExFcyK,Hate_Speech
@yawklem est un gros caca qui pu,Bullying
@Gyro_et_2Tons @AbdoulayeK3 Faut àªtre ingénieux mon brave. Tu dis au capitaine que t'as un gros gros mal de ventre. Et ça passe,None
RT @_IDVL: C'est possible d'àªtre debile à  ce point mdrrr ðŸ˜­ https://t.co/Q4DFmAMK6V,Bullying
"RT @nico_lambert: 18 décembre. Aujourd'hui c'est la journée internationale des migrant.e.s. Alors, exigeons la régularisation générale des €¦",None
RT @letheoricien228: @lefrereEL Mais j'ai vécu la màªme situation dans un avion quand j'ai raconté ça ici on m'a dit  «   mets toi à  la place €¦,None
@ElsaMuff Pwaaaa y a de sacrés débile sur Twitter ðŸ™„ðŸ™„,Bullying
"RT @Maroc86786082: @Nhamiso Oui je pense que #yousralkh à  véritablement un gros retard mental  .. comment elle s'exprime, ses réflexions , €¦",Bullying
RT @StrorviV3: @ActuFoot_ @lequipe Toujours l'équipe pour faire sortir des polémiques avant des gros matchs,None
"#UnJeuParJour 18/12
Dimanche niveau expertðŸ˜†
Mon préféré gros jeu, que tu ouvres quand il pleut (sigh) TapestryðŸ’
On €¦ https://t.co/0G9n3a7y75",None
RT @_IDVL: C'est possible d'àªtre debile à  ce point mdrrr ðŸ˜­ https://t.co/Q4DFmAMK6V,Bullying
"@CBoucher48 ðŸ˜
Bon dimanche Christine  ™¥ï¸ gros bisous ðŸ˜˜ðŸ˜˜",None
@HegmannMarie coucou chéri je te remercie infiniment et éternellement pour la magnifique télé ðŸ“º que tu m as offert. €¦ https://t.co/g7pUWP38zq,None
Pourquoi le M du logo miss frand on dirait un gros cul?,Sexism
"""Elle dit qu'il y a des place vacantes,quand on va voir ces places on te sort,soit qu'il faut faire un bac +30 avec €¦ https://t.co/oGeVRu7q7U",None
Tout ça pour une gros film de merde qui m'a donner mal à  la tàªte et que j'ai du retourner dormir malgré que je vena €¦ https://t.co/RjwMOMaPur,None
"RT @bettynutely: @E2Villiers Seule coupe qui vaille le coup
qu'on s'y attarde car,insolite, elle pose la question de la stabilité dans la d €¦",None
@Patalo310 @YlDavs @bayern457777 @_BeFootball Bon apprends à  lire je sais que tes darons le jour du gang ont taper €¦ https://t.co/iEzn5b0HWS,None
RT @WakeUp24495: Ptdrrrr c'est des noirs sous Perruque de septembre à  septembre et défrisés qui taille un renoi qui assume une coupe que ce €¦,Racism
@OmarHfd @holiqhit Ah moi je vous ai invité bande de gros naze fallait venir.,Bullying
"RT @Kawamatsu95: ðŸŽ GROS CONCOURS ONE PIECE ðŸŽ
#ONEPIECE 

à€ l'occasion des fàªtes de fin d'année, moi et @zenmarket_fr on fait gagner la Figu €¦",None
@MukiKong Oui !!! J'sais ps comment les gens l'ont interpréter mais j'voulais juste dire ça en gros mddrrr les gens €¦ https://t.co/u7O5W3JvKE,None
"RT @ElCascador1603: @pjacquemain @GDarmanin C'est qui encore, ce gros naze de gaucho qui fait chier l'monde pour une tradition qui existe d €¦",Hate_Speech
@umm_sawda Mon gros nounours j'les pris a 12euro,None
@lubellule4 Bonjour très bon dimanche également gros bisous ðŸ˜˜ ˜˜ï¸ðŸŽµ ˜€ï¸,None
@syrianeibh Tqt pas tu pourra bientà´t refaire des gros dodo,None
Youssra sait très bien ce qu'elle fait cette petite conne la,Bullying
"ðŸ‡«ðŸ‡· Pour la journée internationale des migrant.e.s, découvrez l'entretien avec @Shoshana_Fine :  ""Politique extérieur €¦ https://t.co/xDnq4MF5dR",None
@lettxnye ton chat le gros,Sexism
@banvnentfc C quoi ce gros Fake mdr,None
"à‰teignez-moi ce peuple nazis pitié, qu'ils pleurent ces gros racistes. https://t.co/FFW6kReoA1",None
RT @Emmanue24003933: @EmmanuelMacron Le Pompier pyromane number one qui nous fait 2 allers retours Paris Doha dans la semaine dans son gros €¦,None
@SmileLandUser @MrBeast @FortniteGame Je pense aussi puis je suis pas assez gros ( abo et tout ) pour avoir beaucou €¦ https://t.co/8asNkLCs72,None
@Perceval95130 @mhugo82490904 @DamienRieu Oui t'inquiète pas pour moi retourne bouffer le fion de tes pédophiles l'attardé...,Sexism
"RT @EthanoJrPSG: Ceux qui veulent voir Messi gagner la coupe du monde que son pays la France c'est des plus gros fils de putes ðŸ–•ðŸ½

C'est de €¦",Hate_Speech
"@ElisaBrasset @tcabarrus un gros truc debile d 'ecolo pour exister , sinon impossible de pouvoir le signifier",None
"@rsarhane @RemiHeuqueville @GilbertCollard Toi t'es un vrai debile, au lieu de lui repondre que c'est faux tu viens €¦ https://t.co/q52REJAnT6",Bullying
"Cowboy bebop c'est bien ? 
Donne ton avis en commentaire là¢che gros pouce en l'air comme Natouf",Hate_Speech
@annnneeees @TactiqueDZ Mais gros un match ça se joue pas dans le métro qu'est ce que tu reconte ðŸ˜‚,None
@RiAdam_ @banvnentfc La France perd en gros,None
"@Fendryl86 @deneguil @emir91000 @antoine_STHLM @Colioufy @guiguen @FFLose Pour le coup les médecins et ""le doctorat €¦ https://t.co/HQ54pU4Jh7",None
"@insoumix2 Et j'espère qu'il se fera quotidiennement enculer sans lubrifiant par un gros afro-yankee doté d'un 28,7 bien veiné.",Homophobia
@fleursoulevemoi @MaximeLeBo_ Bah pour le coup là  c'est parce que ça la faisait chier que je parte donc en gros ses €¦ https://t.co/bJfJypqttA,None
@LCI @DariusRochebin à‡a lui va bien de dire que les russes ont des comptes cachés et lui ou est son argent il se fo €¦ https://t.co/FrlAGzQnh7,None
le boug donne consciemment de la thune à  un fils de pute qui va utiliser cette thune pour continuer à  diffuser sa h €¦ https://t.co/mGswfSYcOr,Hate_Speech
jv crever de rire écoutez j'me suis jamais sentie aussi conne et honteuse d'avoir cru en quelqu'un et ça veut venir €¦ https://t.co/qVESxzYMDT,None
"A @HELENA_KAREL_ bonjour mon coeur, ma puce d'amour,  je te souhaite un DIMANCHE plein de soleil, plein d'amour, pl €¦ https://t.co/PVzPLVXZP3",None
@Mljr75112 @LesEchos @Hamladji @EchosLeadership Malheureusement...le franc parlé de DD dans les vestiaires= harcèlement etc..en entreprise.,None
"#CalendrierDeLAventKMuisic Au début J'avais mis  «  beau   » mais tous les MV des gros labels sont beaux €¦ðŸ¤”

Donc je vou €¦ https://t.co/WfplLsb2g8",None
@SC051073 @RaoufEntamene C'est donc ça la mauvaise foi d'un fils de pute €¦,Hate_Speech
RT @yannfromada: ptdrrrrr c'est pas la première fois qu'il fait un truc débile https://t.co/rBkoXRUhsY,Bullying
"@crystele18 Bonjour crystele, bon dimanche à  toi aussi et à  tes loulous.
Gros bisous  ¤ï¸ðŸ˜˜",None
@amrenaudie @binnie Bon j'ai un gros ménage à  faire (15h/18h)..par contre à  partir de 19h y'a plus personne..grosse €¦ https://t.co/VevLsBWZzV,None
RT @chahadomoud: @Nephelim_seth @omarenjr Je me porte volontaireðŸ¤­. On dirait un petit réfugié yéménite à  la frontière ðŸ˜‚,Racism
"@Spart_le_plu_bo Inertie + dodge 
Situation débile mdr",None
"RT @syaasira: 12 ‚¬ le gros paquet de gants, 14,50 ‚¬ le gros paquet de bonnets, 9 ‚¬ le gros paquet de chaussettes

Il n'y a pas de petit don, 1 €¦",None
"C'est un projet qui lui a pris des mois et des mois, son plus gros projet les reufs donc allez stream à  balle svp https://t.co/bggS6iSUXu",None
"Tu connais déjà  les rats d'ma ville,j'connais mieux les rats d'la tienne. Tu verras pas ma gueule de sale arabe màªm €¦ https://t.co/1UmaFrbCVh",Hate_Speech
Ah oe encore une renoi https://t.co/RDaw4dX3DB,Racism
quel énorme fils de pute j'en peux plus de voir sa gueule https://t.co/GTRyDMj9gL,Hate_Speech
Vous donnez vrm de la force a des débile https://t.co/toyaTgjaYm,Hate_Speech
"@zazafontaine42 Bonjour douce Isabelle   š˜ðŸ’ž
Comment va mon amie ce matin  ...
J'ose penser, que tu vas bien  mon ami €¦ https://t.co/AFwv2BIRgI",None
@NIHS194 Dès qu'un rebeu fait 3 ou 4 match avec sa sélection il est annoncé chez nous,Racism
"@f_philippot habillé si gros pendant son discours:
 »ð…ð«ð¢ðžð«ðžð§ au bureau, à  la maison et dans les bà¢timents publics. C €¦ https://t.co/1z07CghYzw",None
RT @MartyMc36914812: Malheureusement en France sous macron David a le malheur d'àªtre français et s'il était un migrant il aurait eu droit u €¦,None
@Kako_line Je pense pas que ce soit un problème homme/femme mais le problème basique du groupe dominant. J'étais da €¦ https://t.co/GPzrGjfzx8,None
@Cpasmoi_NoNo t'imagine t'es la tu te lèves tout les matin t'a jamais fait baaaah ðŸ¤£ðŸ¤£ðŸ˜¹ðŸ«µðŸ¼ bouuuh les gros nulosse quoi feur ðŸ˜¹ðŸ˜¹ðŸ˜¹ðŸ˜¹,None
"RT @nadine_Glauser: @calounettes Bonjour ma coquine ðŸ¥¶ -7 ° à  glagla ðŸ˜ ðŸŽ„ðŸ’šðŸŒ²ðŸ€ðŸŽ€ðŸŽ… œ¨ðŸŽ€
Je te souhaite une bonne journée un bon dimanche tu es pràªte €¦",None
@mister__dead @Sheshounet Non la question est plus simple. Si pas d'encrage au sol il s'agit d'une habitation mobil €¦ https://t.co/4bhIBgOFnv,None
"RT @MSF_france: [Journée internationale des migrant ·es] 
Les personnes migrantes subissent de graves atteintes quotidiennement aux frontièr €¦",None
@charliezemmour Plus conne que la Sardine  €¦tu meurs ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,Bullying
Mdr ils vont tellement plier un classique la France €¦ je le vois arriver gros comme une maison €¦ https://t.co/AjO0mS4T9Q,None
@RicheArgire @MpbRoro @20minutesOnline Le gros chibart,Bullying
@JoLaVanille Toi mon gros pif,Bullying
"C'est un vieux qui fourre le cul d'une pute quand tout à  coup son fils rentre dans la pièce et lui dit ""Oh putain ça c'est une déchirure  """,Sexism
"Ce gros cafard est resté des mois à  ronfler comme un gros porc dans ma chambre avec sa fille. 
Elle a péta des truc €¦ https://t.co/mfB7jsmh13",Hate_Speech
@GilbertCollard Ils ne vont pas y rester longtemps. Ces migrant ont des goà»ts de luxe. La campagne c'est pas leur t €¦ https://t.co/BnObVQCwvx,Racism
@DestroyedVaran basiquement Elon Musk c'est un peu l'empereur Shadam 4: un gros bébé capricieux et tellement puissa €¦ https://t.co/8azbsroSbG,None
"@nicolasirkis https://t.co/Fry2taSKXT [Journée internationale des migrant ·es] 
Les personnes migrantes subissent de €¦ https://t.co/JTf78Qt2Kr",None
La clé du match sera avant tout mentale aujourd'hui. Ils vont sà»rement tenter de mettre un gros impact physique au €¦ https://t.co/s1Btg7v7HV,None
RT @lubellule4: Bonjour tout le monde je suis venue vous souhaiter un excellent dimanche en famille où entres ami(e)s le principal c'est d' €¦,None
"@Natio_MLaFrance Des étudiants ??
J'ai un gros doute plutà´t des sangsues qui profitent de la générosité de la Franc €¦ https://t.co/m7cvWXiUPP",Racism
@marie_demare Notre ado attardé... Brigitte le trav devrait le priver plus souvent de sucette au chocolat !,Bullying
RT @_IDVL: C'est possible d'àªtre debile à  ce point mdrrr ðŸ˜­ https://t.co/Q4DFmAMK6V,Bullying
"@fah48297908 @heenxe @Zaroury_BE Le tweet de gros haineux ptdr , a priori l'histoire c pas ton truc , mouhim a part €¦ https://t.co/XYmztCLota",None
"@Nini74130 @thejomblog Cindy fard est d'origine guadeloupéenne aussi ðŸ˜­ donc en gros, ça sert à  rien ðŸ˜‚ðŸ˜‚ðŸ˜‚",Racism
"RT @patom13: @Exactweet Faudrait un moment que l'Occident se rende compte du avant et après leurs interventions !
Après le passage de l'occ €¦",None
"@Patrick19834579 @archipuddi @hellfestopenair Ptdr man jsuis pas sure d'àªtre un facho , par contre toi t'es clairement un gros beauf",Bullying
"@LRavaillac @Schartner17 Pour x raisons tu me le dis je les vire et idem pour @Schartner17 qui est top ðŸ‘Œ
Je vous ap €¦ https://t.co/9dyAw3wCRM",None
"@Freshou34 Ma grand mère habite à  Marcadet c'est abusé gros, tu rentre à  minuit t'as un crackhead devant la porte seringue par terre",None
"RT @Elpis_R:  €œIl y a beaucoup de slogans répétés autour du climat qui sont soit complètement faux, soit très largement exagérés - il y a de €¦",None
@young_Alanzk @Chris_Attala @Mtieuf @ViaWar @Etleau @ActuFoot_ Jamais c'est seulement les gros dégénérés d'extràªme €¦ https://t.co/120aGU2uLe,Hate_Speech
 «  mais t'es un renoi   » ????? https://t.co/tU9m6qcTxR,Racism
"RT @LeRobert_com: Qui choisit les nouveaux mots et sur quels critères ? Comment les repère-t-on ? Découvrez vite ce ""Top 12 des questions q €¦",None
"RT @France61224153: Certains politiques peuvent se dire :
""J'ai eu un gros problème d'élection""",None
@Actu2OM Des fois faut juste fermer sa grande gueule de conne tu sais ?,Hate_Speech
@kamil_asmad @_AlexdeCastro_ à‡a a permis de soulevé un nid de fils de pute quand màªme,Hate_Speech
RT @TheAouicha: Vraiment mon ràªve de démonter la gueule de Papacito ce fils de pute traître à  sa race qui ouvre da gueule en parlant de rac €¦,Hate_Speech
"@eodhel @ZohraBitan Une légalisation du cannabis pour usage adulte. 80% de leurs revenus sont le canna, Ns sommes l €¦ https://t.co/AIecVxOFrS",None
@TMTCM_ @Maurici96605221 @hincha_de_carp @DjMaRiiO Gros fdp de raciste on a voir qui est qui bientà´t,Hate_Speech
"RT @mathildekrst: Montres de luxe, invitations, bons d'achat €¦ La technique est simple : un (gros) cadeau en échange d'une décision politiqu €¦",None
"@kimkad06 @MedLamineL @AlgerStadProj Moi aussi je dit ce je veux, mais puisque tes un bidon Vide tu recours directe €¦ https://t.co/llb3eRpNnf",None
@magnier7_damien @njghhhhj @Betclic Ptdrrrr il a supprimé tous ses tweets tellement qu'il a vu à  quel point il est €¦ https://t.co/YvV8ZbdLtm,None
RT @TSwieder: @sandrousseau Dire ultra-conne au lieu d'extràªme-conne participe à  la banalisation de la bàªtise.,Bullying
@KaarisMoiLeZizi @encorepegeta @_BeFootball Ouais enfin c'est culotté vu la PP d'attardé,Hate_Speech
@_Chokote_ @IamBowbee 2019 et ca rame deja ? Gros je pense qu'il faut penser à  nettoyer ton ordi et alleger la memo €¦ https://t.co/abUdvXAeL5,None
RT @estampe_jean: Par la barbe de la chèvre si on gagné au loto notre gros souci de trouver un logement serait terminé manque de pot on a j €¦,None
"RT @MilovanCavor: Vivant il y a ~25 millions d'années, l'ancàªtre de tous les félins était un (gros) chat: proailouros (~1 mètre, ~10 kg) ht €¦",None
@ibalkany De très belles fàªtes à  vous ðŸŒ¹ðŸŒ¹des gros Bisous. ðŸ¥°ðŸ¥°,None
"Et donc la partie 3 est dispo sur Patreon en audio et en vidéo, rejoignant ainsi : 

- MEGA MAN 7 - La Croà»tique (a €¦ https://t.co/d2kA92PVl4",None
@MufcOrionis__ Donc en gros de voir Messi perdre sa va te faire renaître ?,None
@MouhyadineAli Vous àªtes toujours gros et noir aucun changement physique,Hate_Speech
@amine_umlil Qui sera élu meilleur vrp Pfizer selon vous??? En tout cas ça a l air de rapporter gros,None
"RT @JulietteDelapl1: A #Calais, le harcèlement des exilé.e.s se poursuit. En un an, plus de 1700 expulsions de lieux de vie et 3267 tentes €¦",None
"@sandrousseau @JeanPaix2 Pauvre dinde !
Et si on parlait de vos milices bobos écolos gauchistes qui s'attaquent aux €¦ https://t.co/fkfOsywiTT",Hate_Speech
@QuentinOwona007 Sincèrement que tu ai les gros seins ou pas je m'en fous hein ca me laisse à  37 €¦mon affaire c'est la fesse ðŸ˜¼,Sexism
@sandrousseau Un peu comme la différence entre conne et ultra conne le lien c'est la zinzin ðŸ¤¡ðŸ¤®,Bullying
@neynmr @Kakashiii31 T'es le plus gros svceur de Booba C'est pour ça,Sexism
"RT @PASCAL_DEMINE: @AAKAGAMI_OP Des gros menteurs ...

Hier soir j'ai vu de mes yeux une dame de 50 ans poussé volontairement par un jeune €¦",None
@boursiton @ManuelDUPONT7 Ben Macron ça représente quand màªme 10 ans sur les 20.ðŸ¤”,None
"RT @Yavdoha:  «  Plus de chauffage. Je dors en bonnet et avec des gros gants en laine, dis ma copine d'enfance. Difficile de s'endormir, mais €¦",None
@GojiYoutube Gros parle français des fois jSp,None
RT @rzysk_: @Sahraoui_91 et ce ratio aussi à  l'époque il prenait ribery pour un rebeu ?!?!?,Racism
@orezzinca229 @Kakashiii31 @ActuFoot_ tu te rend compte de à  quel point t un gros con ? Mmdmrrrr,Bullying
@Dr_Madridistaa @docnono2000 @Dannnaooo31 @DZFOOTBALLDZ La répartie d'un type débile qui préfère un traître à  la Na €¦ https://t.co/NLSF9Fov1S,Hate_Speech
@reyesoff10 Ici on espère que le débile de lautaro martinez va bien le toucher hehe,Hate_Speech
"@_BeFootball à‡a fait 10 ans que je suis contre la France, et comme à  chaque défaite j'irais il hurler sur mon balco €¦ https://t.co/bllFwFBlpF",None
@AstroVicnet Le plus gros propoteur de jeux d argents c est l état avec la française des jeux...,None
"@FRANCORVM_REX @nekosamath C'est parlant mais c'est un (très) gros raccourci      non sourcé.
On parle de gaz sans €¦ https://t.co/0NkYbylZy0",None
"RT @louwouhou: @Maxildan J'aurais zéro cadeau, du coup, je croise les doigts pour un bon gros 10cm de neige !",None
@ThierryBichat @BFMTV_People Elle n'échappera pas non plus au plus debile d'entre nous : les racistes !,None
"RT @ThisIsDamso: Mettez du respect sur le blase de Damso.
En toute honnàªteté, son équipe et lui sont les seuls dans l'industrie à  faire ce €¦",None
@JulienTrent3 @Norouto_kun @hussnow_ @ouestSamou @_BeFootball @footmercato Allume ta mère la pute,Hate_Speech
@MerantPierre @mhugo82490904 @DamienRieu Continue de chasser des gamines sur Twitter un jour tu vas tomber gros pervers,None
RT @estampe_jean: Par la barbe de la chèvre si on gagné au loto notre gros souci de trouver un logement serait terminé manque de pot on a j €¦,None
"RT @DalidaKenfi: Lui c est un gros idiot 
On peut àªtre limité comme ça??",Hate_Speech
"@J_Bardella @fredmusa le pitoyable débile qui essayer de voir du racisme partout.
C'est avec des gens stupides comm €¦ https://t.co/buFLAVnXHK",Hate_Speech
RT @AlainSobi1: @JANGUYENVANTAM @pjacquemain @GDarmanin Et un gros collabo de l'islamo gauchisme.,Hate_Speech
@Hayama_Ak @noahblack33 Sa c mon Gros ðŸ¤ðŸ«µ,None
@dr_l_alexandre @moderna_tx Les complotistes anti vaccins ARM préfèrent se faire vacciner plutà´t que de mourir du p €¦ https://t.co/ZeuEibMD8Z,None
@Lefrano93789936 @f_philippot lefrançois le troll et la pute du système ...,Hate_Speech
On parle des argentins mais on a les màªmes fils de pute chez nous https://t.co/FfHTgje5hv,Hate_Speech
"Par contre si on gagne, c'est pas pour faire le gros raslar ou quoi hein mais Vegedream j'espère que dans ta chanso €¦ https://t.co/tSRkvig5OV",None
La pizzéria que j'ai quitté suite au harcèlement vaccinal du gérant de cet établissement. https://t.co/hfadMXRWhK,None
"RT @ladevita12: DIRECT. Guerre en Ukraine : après les bombardement russes, Zelensky déplore  «de gros problèmes d'alimentation en eau » https €¦",None
@rodpas974 @DRAX79483296 @PoufyGB Et tu pense ils vont les construire comment avec une pénurie de composant ? J'dis €¦ https://t.co/5ukKwfZNrs,None
@UnPriiiinceDZ @azoudrm10 Ohhh la conne il est belge ðŸ˜‚ðŸ˜‚ðŸ˜‚...du racisme dans notre propre rangðŸ™„,Bullying
"@LRavaillac @Schartner17 ðŸ˜‚ hier j'étais bourré ðŸ˜¬ 
Je crois qu'il ne doit pas y avoir grand chose à  comprendre en de €¦ https://t.co/RA0xWF7d0m",None
"@QuelleEpoqueOff @CDechavanne @France2tv @LeaSalame La question ""quand est ce qu mbappe va le faire son bon match d €¦ https://t.co/cwhtWau8Tr",None
@98solene @amy_galsen95 Vous faite Pitié avec vos indignités à  géométrie variable ! Tu veut crée une polémique tout €¦ https://t.co/kGi8PQE3Zn,None
@GendyGentil J'étais tellement mal et je me suis sentie tellement bàªte et là  j'ai pris conscience que les habitudes €¦ https://t.co/TxbkiQTcoM,None
"RT @MSF_france: [Journée internationale des migrant ·es] 
Les personnes migrantes subissent de graves atteintes quotidiennement aux frontièr €¦",None
"C'est bon maintenant vos pays sont éliminés ont peut arràªter avec la zumba meilleure CDM de l'histoire ou pas ? 

M €¦ https://t.co/C0TSKOr5BH",None
@Tele7 C est un gros beauf papy Foucault,Hate_Speech
@Richard09222837 @childe_layla Dommage!moi j'adore les p'tits chats!màªme les gros d'ailleurs!ðŸ¤£ https://t.co/jyWnS11Oib,Sexism
"@silicium17 @despasperdus @TrouveAurelie Surtout pour vous! Si AQ a mis une pièce dans la machine, c'est bien vous €¦ https://t.co/F6ILCBZy7p",None
@CharlesConsigny Tweet totalement débile  €¦ normal pour un nul qui passe sur la chaîne des #fachos #CNews,Hate_Speech
"RT @ThisIsDamso: Mettez du respect sur le blase de Damso.
En toute honnàªteté, son équipe et lui sont les seuls dans l'industrie à  faire ce €¦",None
@Larbrbx591 Mais gros cetair fini mdrrrr,None
"@MissKat44678269 @LoetitiaH Je parle anglais mais je n'ai vu que quelques minutes de la video, j'avoue. Mais cyber €¦ https://t.co/eVb7T61zU1",None
@ElisaRigesi avec Plaisair madame la pute,Sexism
"@POTATEYosh Je n'ai jamais parlé de harcèlement, j'explique màªme que certains bouffons cris au harcèlement pour tout est rien justement",None
"RT @JulietteDelapl1: A #Calais, le harcèlement des exilé.e.s se poursuit. En un an, plus de 1700 expulsions de lieux de vie et 3267 tentes €¦",None
@MarjorieClair11 un coucou ðŸ‘‹ Marjorie ðŸ’je te souhaite un très bon Dimanche ðŸŒ¹des Gros Bisous. ðŸ¥°ðŸ¥°ðŸŒ¹ðŸŽ…ðŸŽ„,None
"@chauffelananas @ArnaultRaphael C'est différent. C'est la saisie automatique. Toi, c'est parce que t'es complètement conne.",Bullying
"@nicosartom @noradrenalinee àŠtre gros n'est pas normal cela a un risque pour la santé, il ne faut absolument pas s' €¦ https://t.co/IgjAb2zzoc",None
au fait c'est des renois qui ont inventé l'arabe :)),Racism
RT @MinosTV_: Il y a que moi qui trouve le concept de miss France complètement débile en 2022 et qui montre un visage de la femme ou si tu €¦,None
@MarwanBelkacem @stefan19_75 Quel immense débile comment tu veux àªtre pris au sérieux avec des tweets comme ça,Bullying
Fait pas le gros j'ai les croc,None
"Critiquer les gens qui disent bien vouloir voir Messi soulever la CDM, pour juste après enchaîner par un ""quel gros €¦ https://t.co/kxXpOTZG73",None
