text,label,label2,to be removed,merged_labels
@Foulques44 @Prefet44 @Johanna_Rolland oui ! ce tweet est trop débile !,,Insult,,Insult
"@sonta5281 Certains parlent de reflexe, d’autres Parlent d’éducation africaine.mais c’est Faux Macky joue son rôle… https://t.co/B1TQuJVhvN",,None,,None
"RT @MllerQuentin: Volet N*5 et dernier - ITW de Zyad Ibhais, frère de l'embastillé Abdullah, ancien chef des relations médias de l'orga de…",,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
"@JANGUYENVANTAM @pjacquemain @GDarmanin Ce type est un maire, pas un curé gros con !!!",,Denigration,,Denigration
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
"@_lilclmx @arobaselauiss Kalash à des gros soucis de santé, il y a eu une story qui est passé il y a quelque jour o… https://t.co/reJ9v7LJ85",,None,,None
"@marjdreams Merci MARJ 🌺
 Gros bisous et Waoufcâlins de NEO 🐶 🎄🎅",None,None,,None
"RT @ulmoo95: « Met toi avec un renoi », on est des objets ? https://t.co/nS6g38nDbt",,Racism,,Racism
"Nyaru de l'avent Jour 18:
 
 Yuru Camp / Au grand air
 
 Mon plus gros coup de coeur de ces dernières années, arrivé po… https://t.co/f6T4pelzEV",,None,,None
RT @FFLose: Ça parle de Varane et Konaté malades mais le vrai gros risque c’est que la chatte à DD choppe le fameux virus. Tant qu’elle ser…,,None,,None
@MpoyPatrice @gateteviews @BEndundo Des gros bébés😀😀😀,,Bullying,,Bullying
@am_amillet @Huberthuertas 😂🤣😂🤣😂🤣 la débile de service qui n interesse personne.,,Hate speech,,Hate speech
@am_amillet @han_solo43 @Stalchid @Huberthuertas L autre conne qui a 2 mots de voc et qui sort son France bashing 😂🤣😂🤣😂🤣,,Bullying,,Bullying
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,Bullying,,Bullying
@mauger1997 Au moins quand le réalisateur fait des promesses il les tient quittent a passer pour un gros con auprès… https://t.co/3tRBEIdyXH,,None,,None
Mbappe sort ton gros Chibrax aujourd’hui !!!!,,None,,None
"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",,None,,None
"#Africains, n’ayez pas peur de l’ #opposition. Si vous faites bien votre travail, si vous vs assurez que le peuple… https://t.co/sW2O6scNEB",,Racism,,Racism
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,Racism,,Racism
RT @fallforbeauty_: Un comportement de pute parce qu’elles disent qu’elles trouvent beau un homme ? La psychiatrie ???,,Bullying,,Bullying
@JulioParko @coconut54257131 Ce n'était pas du harcèlement mais elle a été de tte évident mise de côté a de très nombreux moments.,,Sexual Harassment,,Sexual Harassment
RT @asnatou89: Elle sait très bien cuisiné.. C'est une grosse menteuse.. Elle compte pas arrêter son gros mensonge la yousra lkh.. Juste po…,,Denigration,,Denigration
RT @couchloukoum__: Dans le dossier harcèlement dans la télé-réalité on a pas assez parlé du cas Anais sur Martika,,Harassment,,Harassment
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
Faire un gosse à une pute quel erreur https://t.co/5wkUVYwRCj,,Denigration,,Denigration
On pourra bientôt parier gros avec l’intelligence artificielle. https://t.co/G9cEbks1nY,,None,,None
RT @highpapi28: Inès a subit un harcèlement très violent dans cette saison.,,Harassment,,Harassment
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,Racism,,Racism
"@sfyabyty j'vais pas vu tes com oO
 oui elle est ravissante, douce, sexy sain, du gros!",,none,,none
"RT @Antharxes: @realmarcel1 donc en gros ca veut dire que du boulot y en a, mais qu'ils veulent juste pas le payer. C'est grandiose quand m…",,none,,none
@Shironinho Connais tu réellement cette œuvre pour sortir des sotises pareil c’est les 4 plus gros équipages,,none,,none
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
@funradio_fr @DjeFun_Radio gros bisous 😚 belle journée à vous tous 🎅🎄☃️🎁 À fun La radio qu'on écoute partout A… https://t.co/Cwz2dbtE0e,,none,,none
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,None,,None
"@JeanDur30323846 @philippeherlin @france_soir #Guignol tu crois que ça vient d'ou les infos,enquêtes?pas de france… https://t.co/Jm98TePnEx",,none,,none
@BeneF_ Si on gagne tu va à pute ?,Insult,Insult,,Insult
Le fait que Messi remporte le trophée de joueur de la coupe du monde devant Griezmann restera le plus gros vol de l’histoire de la CDM,,None,,None
"Cette attente avant un si gros match, mama c'est trop 😁
 
 Quelle pression ! #FRAARG",,None,,None
RT @couchloukoum__: Dans le dossier harcèlement dans la télé-réalité on a pas assez parlé du cas Anais sur Martika,,Harassment,,Harassment
"RT @BFMTV: Adrien Quatennens (@AQuatennens): ""L'enquête a conclu que je n'étais pas coupable de violences répétées ni de harcèlement"" https…",,Sexual Harassment,,Sexual Harassment
RT @TatianaDeVoe: Le stagiaire en charge de la playlist de Miss France doit être un bon renoi,,none,,none
"RT @FerrariF1FRA: 🔴 THREAD sur les nouveautés attendues sur la Ferrari 2023 :
 
 - Différences visibles sur les côtés et la partie arrière.
 -…",,None,,None
@herdlon @sephi78 @MediaParisien Pas faux. Même si gros match contre l’Italie quand même. Son chef est plus à leuro 2000,,none,,none
@MaudBregeon @EmmanuelMacron @Elisabeth_Borne @BrunoLeMaire @AgnesRunacher @DeputesRE @guillaumekasba @midy_paul… https://t.co/oyeFIpGwrg,,none,,none
@bernet83 macron est un pauvre debile qui se croit intelligent!!!!!!!!!!!!!!!,,Hate speech,,Hate speech
@rastarocket16 @JackyCornu il peut rire ce debile il a recuperé un max de pognon avec notre argent et nos gouvern… https://t.co/o2z14VgATS,,none,,none
"Ma participation au concours de création de Goodies, j'en parlais l'autre fois, avouez qu'un énorme pouf tout gros… https://t.co/8Ew6eodv79",,none,,none
"RT @MESTEVE05: @BFMTV Faut arrêter avec ce langage debile
 Vos actions amplifient chaque jour la guerre
 Ce que vous appelez des crimes de gu…",,None,,None
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,,none
"RT @MSolidarites: Dimanche 18 décembre à Paris, nous manifesterons au départ de la Porte de la Chapelle à 11h, devant l’un des plus grands…",,None,,None
@thedavt1973 Il y'a un gros lien. On peut aider plus facilement 15/20 élèves et cibler leurs difficultés. Quand ils… https://t.co/K4wOadypr8,,none,,none
"Volet N*5 et dernier - ITW de Zyad Ibhais, frère de l'embastillé Abdullah, ancien chef des relations médias de l'or… https://t.co/JWEzOVEKN5",,none,,none
"@MarwanMartelli @AQuatennens Donc, c'est grave ce que vous faites, vu que c'est assimilable à du harcèlement de groupe.",,Harassment,,Harassment
@GendyGentil C'est ce genre de type qui font que ma compagne refuse de passer son permis de conduire... Autant dire… https://t.co/busLqZDnEl,,none,,none
"@DamienRieu La désinformation sa compte ?
 
 Je dis ça parce que le gros Collard en a une belle en ce moment ?",,none,,none
@Konrad__FCB Attardé,Insult,None,,None
"RT @xXGorkXx: J'aimerais tellement connaître l'humain ou l'humaine qui a fait ça pour les chats qui vivent dehors, juste pour lui faire un…",,none,,none
"RT @RemynouLeChat: Vous savez ce que j’aime l’hiver ?
 Me poser à la terrasse chauffée d’un café et voir une mamie glisser sur une plaque de…",,none,,none
RT @maillebi: Halte au harcèlement du patriarcat des vieux mâles blancs! https://t.co/Xn1ChfU4zx,,Harassment,,Harassment
"RT @camsouu7: Être une femme en 2022 voilà : un connard se branle sans aucun gêne sur moi dans le @RERD_SNCF , quand est-ce qu’on pourra en…",,Sexual Harassment,,Sexual Harassment
@L0D3L @Loutrrrr @d_phaser @Mouflondiscret @Deujna En gros c'est ça que l'on m'a dit aussi à moi,,none,,none
@TAOFights Gros 50/50 là là deh.,Insult,none,,none
@Dri2S_Culer @BAUM75000 @ActuFoot_ @RMCsport Ça reste toujours gros sur le cv,,None,,None
RT @itach_eh: @Amine_____212 Après les gars si vous avez tellement pas confiance en votre femme que vous la laissez pas taffer…c’est ce que…,,none,,none
"@franceinfo @festinaboy La qualité des commentaires, c’est juste incroyable. Changez rien les gros machos, et autre… https://t.co/ZSN1bQhYsF",,none,,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,Racism,,Racism
"Gros bug #macadam ! Gagnes 50€ ou + dans les 48h ! Avec le code 4BNFTR€ à entrer dans les paramètres ! Je l’ai fait, j’attends !",,None,,None
@niiro932 @MArakHay75 @YNS2__ @inspecteurDias En tout cas il ne l a pas fait gagner et oui on tj plus loin sans qu… https://t.co/kUXBstxJWy,,None,,None
"@GendyGentil priorité à une mamie, elle aurait pas pu piller il aurait fait quoi ce gros ""contrevenant"" ? 
 Heureuse… https://t.co/GFCWWoCnW3",,None,,None
RT @basedrightman: Les européens sont les gros pigeons de cette histoire. Comme si il n’y avait que l’Europe qui polluait…,,Hate speech,,Hate speech
@IshikaFeathers2 Casse toi pute,Insult,harassment,,harassment
"RT @ulmoo95: « Met toi avec un renoi », on est des objets ? https://t.co/nS6g38nDbt",,Racism,,Racism
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
@callmedavv Comment ça le harcèlement ?,None,Harassment,,Harassment
@KaiKenza Salut fréro bonne journée à vous aussi gros bisous à la princesse kenza 😘😘🙏☕💙🤍,,none,,none
RT @ledisrupteur: @ThibautJacques C’était déjà le but il y a 12 ans. Lorsque certains professeurs parlaient de la destruction de la santé e…,,insult,,insult
"RT @labooktillaise: Bordel de MERDE
 Elle est incroyable 
 
 Ma belle, j'espère qu'on va te proposer de gros contrats de mannequinat",,Bullying,,Bullying
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
@Yannick221085 @VolcanoGriffon Fils de pute,,Bullying,,Bullying
"@Maxildan J'aurais zéro cadeau, du coup, je croise les doigts pour un bon gros 10cm de neige !",,none,,none
"@VolcanoGriffon @Yannick221085 A moins de s'être taper la moitié de sa famille, il n'y a qu'un consanguin pour être… https://t.co/gVHJ8iB920",,Sexual Harassment,,Sexual Harassment
@TontonArtheon Imagine t'es rebeu et ton nom c'est Wonder Couscous XD,,none,,none
"""L'Argentine, ça va être un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à Doha pour… https://t.co/yi4iIZqK4L",,none,,none
États-Unis : le Sénat approuve le plus gros budget militaire de l'histoire - Atalayar https://t.co/H4sp8zezXz,,None,,None
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,Racism,,Racism
"RT @BFMTV: ""L'Argentine, ça va être un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à Doha pour soutenir les…",,Bullying,,Bullying
Mon blablacar c'est vraiment un gros con jpp je sent que je vais pas l'avoir,Insult,sexual harassment,,sexual harassment
"@Nain_Portekoi @Twitter Persi je bloque tous les comptes publicitaires. 
 Plus aucune pub. Moins d’argent pour musk le debile",,none,,none
"RT @ulmoo95: « Met toi avec un renoi », on est des objets ? https://t.co/nS6g38nDbt",,Racism,,Racism
"RT @camsouu7: Être une femme en 2022 voilà : un connard se branle sans aucun gêne sur moi dans le @RERD_SNCF , quand est-ce qu’on pourra en…",,Sexual Harassment,,Sexual Harassment
"RT @razzorbakkusII: A dimanche bande de fils de pute
 #argfra #FRA #francemaroc #FRAARG #Messi𓃵 #Argentina https://t.co/pEKlB5m72K",,Bullying,,Bullying
"@Titi26chip @MarieLaureGB C'est fou d'être fade comme ça quand même.
 En gros personne n'a le droit d'avoir de passi… https://t.co/XoL6leW2PZ",,none,,none
@BakaBoo_ T’es vraiment débile. T’as pas un autre combat à mener ?,,insult,,insult
"RT @MSolidarites: Dimanche 18 décembre à Paris, nous manifesterons au départ de la Porte de la Chapelle à 11h, devant l’un des plus grands…",,none,,none
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
"@Annakie18 @LibenWhen je te plein, en gros j'ai besoin de Jean pour faire une full anemo, avec kazuha, jean, xiao,… https://t.co/hDd5i1YeG5",,none,,none
"@Elfyr ça fait 1 jour j'en peux déjà plus mdrr, c'est l'univers qui m'envoie un gros ""tu voulais faire pleins de ch… https://t.co/SzFJpVEt4N",,None,,None
"RT @ulmoo95: « Met toi avec un renoi », on est des objets ? https://t.co/nS6g38nDbt",,Racism,,Racism
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,Racism,,Racism
jviens de voir toute l’histoire il me degoute trop ce fils de pute,,sexual harassment,,sexual harassment
@gaia642 elle n'a jamais posé son gros cul sur une selle de velo!,,Sexual Harassment,,Sexual Harassment
"""L'Argentine, ça va être un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à Doha pour… https://t.co/BZ7PhqwOGJ",None,None,,None
"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",,none,,none
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
"RT @veuvage: TF1 qui prend un James Bond noir, ils en avaient marre qu’on dise que c’est une chaîne de gros racistes.",,Racism,,Racism
RT @carolinedehaas: Vous semblez également découvrir que des militants insoumis harcèlent les personnes qui ne sont pas d’accord avec la li…,,Harassment,,Harassment
@JLMelenchon @ManonAubryFr Alors qu elle s interresse à @UrsulavonderLe7 car c est elle le gros poisson. Et si elle… https://t.co/vpjJa0JdkH,,Sexual Harassment,,Sexual Harassment
"@No_man_one Ce que dit ce mec est débile. Ca suppose que tu sais a l’avance ou est le bottom, ou est le debut du bu… https://t.co/GKyocEihN5",,insult,,insult
@EmilieGuisbert @GendyGentil Est ce juste dans le tweet que rien ne va?? J'ai un gros doute.,,none,,none
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
"@Yousscanor J'ai remarqué que souvent une meuf qui a pas de pere c'est une pute, et un mec sans pere c'est un homme",,Sexual Harassment,,Sexual Harassment
"RT @MMArena_: Arman Tsarukyan: 
 
 ""Mon objectif est de faire une revanche avec Islam Makhachev. Je lui ai donné le combat le plus difficile…",,none,,none
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,None,,None
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
"@ReplayBorel @DUCROCQ58578460 Il a manqué un cerveau dans l’équipe. Pas un gros cerveau, même un petit aurait suffit",,None,,None
"RT @camsouu7: Être une femme en 2022 voilà : un connard se branle sans aucun gêne sur moi dans le @RERD_SNCF , quand est-ce qu’on pourra en…",,Sexual Harassment,,Sexual Harassment
"@FafaA63 Elle a eu les yeux plus gros que le ventre, 10 salariés en France c'est trop pour un projet comme celui-ci… https://t.co/IyvMQYpye2",,insult,,insult
"Qu es que je bloque comme pute qui viennent me suivre sur mon compte en exhibant leur nichon et leur cul...
 De magn… https://t.co/9ITZmrEoaj",,Sexual Harassment,,Sexual Harassment
RT @j_z_m_n1: Tout ça c’est à cause des renois aux cheveux plaqués,,insult,,insult
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
"@paul_denton Ils ont l'art de se foutre de nous. Cette connasse a dezingue le code du travail, a modifié le rapport… https://t.co/JlmjiKzX3G",,insult,,insult
"gros gros gros gros cœurs sur jerem, ça bouge pas 🥺",,none,,none
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,,none
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
"RT @MSolidarites: Dimanche 18 décembre à Paris, nous manifesterons au départ de la Porte de la Chapelle à 11h, devant l’un des plus grands…",,none,,none
"Je le suis éclater dans mon boulot, j’ai survécu à un gros chagrin, j’ai découvert des gens formidables, je me suis… https://t.co/5AOuhAboXO",,none,,none
RT @hpenot_lequipe: Les délires sur le Qatar sont invraisemblables. Tout a commencé par cette histoire de 6500 morts pour la construction.…,,none,,none
"RT @Jeffrey0092333: Si je comprends bien, @AQuatennens après avoir subi un lynchage médiatique sans précédent, devrait continuer à ne pas p…",,none,,none
RT @syylllia: Gros MINUIT ??? on va connaître les champions du monde avant miss France à ce rythme,,none,,none
"RT @VPronos_: Encore un très gros programme demain. 
 
 Ça tourne dans notre sens ❄️
 
 Tous les 100 💙♻️ une épreuve ! 
 
 #TeamParieur",,none,,none
@MemeCryptoFR Quelle pute,Insult,insult,,insult
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
"@laffont9 Ah ! Nini je vous imagine 
 La pression commence à monter + que 6heures 
 Gros bisous 👋❤😘⚽️🇨🇵🤞et bon match 😘",,none,,none
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none,,none
@myriampalomba @flyentist Elon Musk est un gros taré psychopathe,,insult,,insult
@Keepomeister regarde cette dinguerie de fou furieux gros je suis si hyper jvais me mettre tt nue la https://t.co/ClqBSgK1Ed,,harassment,,harassment
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
"@booguyblues76 @GilbertCollard C était du second degré la couleur de peau ""Poulbot-blaireau"" ! T es un peu comme Gl… https://t.co/FcWH3KgWEc",,none,,none
@Laurencegrouzi1 Merci beaucoup Laurence ❤️ gros bisous 😘😘🎄🎅🎍☃️,,none,,none
@mariana17385773 Bonjour Nathalie bonne et belle journée bonne semaine de vacances 😘😘😘 gros bisous,,none,,none
"RT @YungNegrowski: Je suis choquée. Tu es policier, une fille vient te dire qu’il y a des traffics sexuels, de la pedocriminalité et du cyb…",,denigration,,denigration
"@FeminismeEELV @LGBT_EELV @Cha_Minvielle @mlzlamb @joursmielleux @Eric_Arassus @EelvSarah ""travailleur•euses""
 
 Les… https://t.co/JSZbrccvzs",,none,,none
RT @RomainCG75: Gros Rappel ! La France doit les éteindre dimanche. #ARGFRA #FIFAWorldCup https://t.co/ORRdQsjnlY,,none,,none
RT @LyyubaTirone: @fbleunord Une gifle dans un contexte de tension extrême et agressivité MUTUELLE. Ces faits sont retenus par le parquet.…,,none,,none
RT @CocoJack22: @CallaudIsabelle @fbleunord Il y a les faits saisis par la justice et la manipulation des médias et d'associations politisé…,,none,,none
"RT @pKOLEBACKI: @fbleunord @AQuatennens n'est ni coupable de violences répétées, ni de harcèlement. Il sera condamné pour les faits qu'il a…",,harassment,,harassment
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none,,none
RT @carolinedehaas: Vous semblez également découvrir que des militants insoumis harcèlent les personnes qui ne sont pas d’accord avec la li…,,harassment,,harassment
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
RT @FFLose: Ça parle de Varane et Konaté malades mais le vrai gros risque c’est que la chatte à DD choppe le fameux virus. Tant qu’elle ser…,,none,,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
"Y'a des Bamouns ils sont venus posés les gros baffles Bluetooth près de la maison et font énormément de bruit, c'es… https://t.co/VQdpj52qmg",,none,,none
RT @zafiroanej0: @Amine_____212 gros fake de la meuf qui se fait passer pour une AW de competition https://t.co/05Jnr8oj4u,,denigration,,denigration
RT @davlam15: @Francois_Ruffin les actionnaires ne sont pas de gros messieurs rentiers en costumes qui fument le cigare ...75 % des actionn…,,none,,none
"RT @plasmatics77: @Francois_Ruffin Avec 7,26 % du capital (sans doute plus en octobre 2022), soit plus de 190 millions d'actions, les salar…",,none,,none
"RT @HeurafoodsFr: L'un des plus gros mythes perpétués par l'industrie de la viande animale, c'est de faire croire que manger de la viande l…",,none,,none
RT @GassFC: @HOOUUDINI Mdrrrr imagine le gars qui a inventé la boxe ce gros con il a dis on va se mettre des patates jusqu’a y’en a un il n…,,insult,,insult
@EngoloX @Orange_conseil En gros oui,None,none,,none
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
"RT @evatarace: Yousra nique bien ta mère sale pute, elle m’a vnr avec son tieb",insult,insult,,insult
"@PatrickChareyre Ha non mais l'incendie c'est à part et tant que ça n'arrive pas, il n'y a rien qui assure que tout… https://t.co/Zf8C0pMew6",,none,,none
@Orudo_Sensei Wonder débile. Yes,None,none,,none
Ok gros mdrrrrrrrr https://t.co/yFloae5nfO,,none,,none
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
"@nomi_officiel Coucou, un dimanche bien douillet 😉.
 Jolie journée à toi et Harry, plein de très gros bisous 😘",,none,,none
@BreakingInfosJR @AQuatennens Tu vas en perdre d'autres gros 😁,,none,,none
"@ElliotLepers Je vous conseille d'aller dans les plus gros pays pollueurs et de manifester, par la même occasion al… https://t.co/HSpx4Oy9Y7",,hate speech,,hate speech
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none,,none
"RT @Valdakar5: Gros bisous au BB Chéri..❤
 C'est celui qui habite..pardon C'est Moi qui habite chez lui..C'est celui qui mange et dort..et q…",,none,,none
@adim_roud @AngieAulnay2 @clara_blcrd Roudane en roue libre allez le cinglé 😂😂😂😂😭 on va bien s’amuser petite pute,,none,,none
"@thajoka2007 @Anais_CnM @ReynaldoKev Non mais gros le respect il est mutuel, ya pas d'autorité qui tienne ; dans un… https://t.co/ceV5FUa25Q",,none,,none
RT @_lu_nv: j’vous ai raconté un date tinder qui était soûlé que je réponde pas entre 8h et 18h bah gros jsuis au bloc opératoire en fait d…,,none,,none
"RT @carton_666: Quelqu’un peut demander à Macron son fournisseur de coke ?
 C’est pour un copain qui a pas trop la pêche en ce moment. 
 Elle…",,none,,none
"RT @CorentinSellin: Du point de vue politique, 39 représentants républicains (sur 213) ont voté en faveur du mariage pour tous. Il y avait…",,none,,none
"RT @RNCQT66: @aws_gms Personne l'a privé de quoique ce soit il s'est conduit comme une salope en :
 - Faisant chanter Valbuena
 - Se moquant…",,insult,,insult
RT @charliemedusa: dans le métro bondé quelqu’un s’est fait pousser par des gens qui entraient en masse et a lâché « Pécresse !! » puis que…,,none,,none
RT @E2Villiers: Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/7NbjfZ9aer,None,none,,none
"RT @razzorbakkusII: A dimanche bande de fils de pute
 #argfra #FRA #francemaroc #FRAARG #Messi𓃵 #Argentina https://t.co/pEKlB5m72K",,none,,none
@BFMTV T’as peur pour tes poches gros baltringue,,none,,none
"@_Lord_Vador_ @christine_kelly Qui se battent pour une vie meilleure comme par hasard avant chaque vacances, mais p… https://t.co/zQ8y9iUbRH",,none,,none
"RT @MagazineCapital: Jay-Z, Brad Pitt, Tony Parker... les stars investissents dans le champagne, et ça rapporte gros ! ⬇️ https://t.co/ArA3…",,none,,none
RT @TatianaDeVoe: Le stagiaire en charge de la playlist de Miss France doit être un bon renoi,,none,,none
"RT @ulmoo95: « Met toi avec un renoi », on est des objets ? https://t.co/nS6g38nDbt",,racism,,racism
"@Taigasangare Mettre ça comme ça quasi hors contexte relève de la bassesse. Oui,il y a des précautions à prendre ca… https://t.co/YsQ4IdhTMn",,none,,none
"RT @MSolidarites: Dimanche 18 décembre à Paris, nous manifesterons au départ de la Porte de la Chapelle à 11h, devant l’un des plus grands…",,none,,none
RT @zafiroanej0: @Amine_____212 gros fake de la meuf qui se fait passer pour une AW de competition https://t.co/05Jnr8oj4u,,none,,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,racism
"Une société à la Chinoise s’inviterait-elle en Australie 🇦🇺 🫣
 Le résultat d’un groupe de travail parlementaire avec… https://t.co/JNx4UIMnLO",,none,,none
@SalahdineP @KSW_MMA Mon rebeu d’Auber il va lui montrer 👊🏽👊🏽👊🏽,,none,,none
"Pour le conditionnement skinnerien c'est également simple, ils se sont aperçus que s'ils miaulaient assez fort vers… https://t.co/b3SED2E4nj",,none,,none
@SussucreYT Encore une masterclasse que tu nous sort srx j'sais pas si t'es vraiment débile ou si tu le fait exprès mais c'est fort.,,denigration,,denigration
"@sarahelhairy @GeismarLuc @AssembleeNat J'y arrive vraiment pas, je me fais chier quand elle parle, plein de phrase… https://t.co/8mJfrRMbK9",,none,,none
"@F3Occitanie Voilà ce qui vous attend si un jour vous ne travaillez plus et que le chômage s'arrête, vous irez boss… https://t.co/cVuXLlHsOc",,none,,none
@EricNaulleau @JLMelenchon @FranceInsoumise @GDarmanin Même quand on parle de l'extrême droite il arrive tjs a parl… https://t.co/YnmkX0cqta,,none,,none
@02gene31 mange des branches et des gros mais,,none,,none
@beeornottobee37 @One_same_love @NicolasMeilhan Il est débile ce graphique. À quoi ça sert de comparer des résultat… https://t.co/xV6W3Z58Wj,,denigration,,denigration
RT @cpasici: « Y'a des meufs qui pensent que je les ai aimé alors que sur snap je les renommé prénom + ville + hlel/pute👅💋 » https://t.co/f…,,sexual harassment,,sexual harassment
RT @WarriorNunFR: Nous avons atteint les 70 000 signatures 🔥 Il faut continuer de partager la pétition (peut être demander à des gros compt…,,none,,none
