text,Label
"@lekingfondue À part le parti pris animaliste, l'écriture est d'une grande banalité, il faut l'avouer. Et à vouloir… https://t.co/1h9KRNG65j",None
"@lemonde_va Les soignants antivax d'hier rejoignent les soignants antivax d'aujourd'hui, la preuve : 
Chiffres 4e d… https://t.co/bnUYYlxytT",None
@lemonde_va Tiens retrouvé ton cerveau pauvre conne https://t.co/mRQ2FDb75X,Bullying
@LenZur95 Le chat est un gros pervers 😊,Sexism
@LenZur95 Le chat mate comme un gros dégueulasse,Sexism
"@lequipe Sortie de son contexte, pute à clic....",Sexism
@lermite2021 @franceinfo Le bon gros débile de base.,Bullying
@lespreuh Fantôme minou débile 🤣,Bullying
@LesVINCENTs @alain_geff En comparant au résistif qu'on avait dû remettre en place lors du ravalement de façade la… https://t.co/r4DzZmN0Xw,None
@letheoricien228 @Jemiahhhhhh Mets toi a la place du gros ? Alors qu'il a englouti la sienne et la moitié de la tienne...,Bullying
@lettxnye ton chat le gros,Sexism
@levisakai Jspr que c’est psq ils préparent un gros truc ensemble,None
"@LexGame3 Ça je te l'accorde, j'ai trouvé ça un peu stupide de mettre en avant de simples illustrations après j'ima… https://t.co/922oNpoMEv",None
@LHeydelGrillere @DeputesRE @Renaissance @JeunesMacronARA @JeunesMacron J'ai gagné 3€ à l'Euromillions aujourd'hui.… https://t.co/j7XrzOBn5T,None
@LHeydelGrillere @DeputesRE @Renaissance @JeunesMacronARA @JeunesMacron Sûrement pas marre de raconter vos conneries gros nuls,Bullying
@LHeydelGrillere @DeputesRE @Renaissance @JeunesMacronARA @JeunesMacron Vous parlez des postes aux gouvernements po… https://t.co/ObsVd4Xwc0,None
@librairesecache Je ne suis pas sûr·e qu'il y ait un gros recoupement entre les deux populations. Et personnellemen… https://t.co/e4P6cqULbo,None
@LibreSoldat @Spy805 @azuroades @silvano_trotta @Nitroba30704324 Bah le rapport est évident pourtant... vous dites… https://t.co/ZsoK6mzwEo,None
@LiLLABYRINTHE @Nick_offi @DAMSOWORLD Rappel que tout ça c'est du rap pour la ménagère de plus de 45 ans et la bobo… https://t.co/YP1kLDQIXn,None
@lilladelputa @vpecresse on te promet c'est pas du harcèlement sexiste,None
@LillieJean @ilovehimbos69 allez nique ta mere la pute ton long mentaux tu crois t batman https://t.co/NlsMEE2UGl,Hate_Speech
@Lilouisback2 @nikop17 Elle avait qu’à être footballeuse cette connasse de @MarieLaureGB au lieu de se plaindre,Hate_Speech
@lilyatchy99 @UPokam @CoolHandBlondie @Footballogue Toujours pas. L'Arabie saoudite à battu l'argentine donc si on… https://t.co/T5WTf9Kq3T,None
@linda_vronsky @sandrousseau La gauche française deporterait les français pour loger le Saint Migrant chez les particuliers,None
@Little_chloeOF @_Confessfantasm Tout comme les femmes qui montrent le gros boul de 💩 sur les réseaux,Sexism
"@littlemxgang elle jouait dans la série espagnole Un Dos Très jsp pas si tu te souviens à l’ancienne, en gros c’éta… https://t.co/kqMfjE4QaM",None
"@llarrabo en gros y’a que les ploucs qui connaissent pas valo, c’est un jeu vidéo connard 😤😤😤😤",Hate_Speech
@LLillymaude @GDarmanin @Interieur_Gouv @EmmanuelMacron @Elisabeth_Borne Ce n'était même pas le problème le gros pr… https://t.co/F7cmrivvCe,None
@LMDPSG Apprenez à lire et d'arrêter de lire comme des moutons les gros titres et uniquement ce que les médias veul… https://t.co/hYBpAdfVcW,None
"@lmpgbxl @arikouts il sait très bien à qui il parle
et que Jeanne Marie, Titi et moi sommes 3 personnes différentes… https://t.co/PlqBJIb0ES",None
"@Lo824592851 @MaxiBernard_ @TiboInShape Il fait ce qu’il veut
Si il veut pas être un gros connard égoïste tant mieux pour lieu",Hate_Speech
@loanseesghosts gros hors vanne c’est une dinguerie d’être gros comme aç c’est même pas niveau beauté on s’en bat l… https://t.co/ornVTKa0Pi,None
@locusln @Grimm_Wellick Je baise ta pute de mère,Sexism
@LoetitiaH Putain de débile congénitale et moche en plus.,Bullying
@logan_bzh Le nombre de débile que t'as attiré avec ce tweet...,Bullying
"@logan_bzh Quand je vois les Serbes et les Croates ou encore les Ukrainiens et les Russes, qui sont en gros des frè… https://t.co/22HCfNPSUH",None
@LongLiveAissa @Youssaxx @gwappppo69 @mohelien on est sur les réseaux ma puce je peux me faire passer pour un homme… https://t.co/QTXj7OOawn,None
@LongLiveAissa fait une photo avec tapis de prière dans la main tout de suite pour voir ci tes vraiment un renoi,Racism
@LongLiveAissa Mdrrrr gros jsuis entrain de creuver 😂😂😂 ce reseau est trop incroyable mdrrr,None
@LongLiveAissa prouve que tes un renoi,Racism
"@LordDrakkon7707 Je pense que le nouveau PDG lui, on lui a vendu du rêve avec des gros chiffres possible, mais si o… https://t.co/Apx6IHiX9h",None
"@LorentzMathias Le type nous parle de remboursement, de comment on va financer les aides…etc

Alors que lui se dépl… https://t.co/9TYISz8N1t",None
@Lou_koums Gros cœur bisous love sur toi ❤️,None
@louis__lll et des gros chomeur,None
@louis__lll viens regarder le match chez moi y’aura des gros miseurs,None
"@Louis_isc3 @yazid_m13 Dans une enquête de Radio France publiée mercredi 12 octobre, plusieurs femmes accusent le p… https://t.co/dmH318suzh",None
@Loup_Franc @M3rcr3di1 C'est la tendance de cette année les animaux/ décos sous verre avec les lutins au chapeau/gros pif/grosses barbe.,None
@LoupBureau Heureusement que t'es pas sous les bombes gros fragiles.,None
@lovelydolly22 je dirais que le but est que les gens ouvre les tweets pour les stats..... en gros ça oblige la pers… https://t.co/g68Z3TKGYy,None
@loverhwanghj Ptdrr c'est débile comme réflexion ? C'est un ptn de festival pas un concert individuel donc oui des… https://t.co/RvGWwR4blJ,Bullying
@LowBoi4 @TakendaJessica Gros canard de tout tes mort,Hate_Speech
"@LRavaillac @Schartner17 😂 hier j’étais bourré 😬 
Je crois qu’il ne doit pas y avoir grand chose à comprendre en de… https://t.co/RA0xWF7d0m",None
"@LRavaillac @Schartner17 Pour x raisons tu me le dis je les vire et idem pour @Schartner17 qui est top 👌
Je vous ap… https://t.co/9dyAw3wCRM",None
"@lthe_z En Suisse, il n'y a pas de médecins ?

Soignez vous chez vous en Suisse... ça sent le réfugié Français genr… https://t.co/O77RuZvFkt",Racism
@lthe_z T'es débile et les débiles ne sont pas séduisants!!!,Bullying
@lubellule4 Bonjour ma petite lubellule ❤️ gros bisous 😘😘😘,None
@lubellule4 Bonjour très bon dimanche également gros bisous 😘☘️🎵☀️,None
"@LucasB01121637 @smakado_smain @rgrippay @VarlanOlivier Ce n’est pas une honte de le reconnaître, jusque que certai… https://t.co/TcMhR53Q6b",None
@lucasdoocERRR mddr dis toi ben ya 1 smn ya une renoi jla croise vers chez moi ya un repère d’eglise  non catholiqu… https://t.co/uRnJ2reC2S,Racism
@LucciKhey wsh ferme ta bouche gros on dirait ta le syndrome de down mdr,Bullying
@Lucie_angelus @renault_fr @BuzzWebzine Non moi non plus j'achèterai pas ce gros machin hybride rechargeable monQ l… https://t.co/xi8qaXh7Mj,None
@Lucie_angelus @renault_fr @BuzzWebzine Voilà! je leur jette pas spécialement la pierre c'est général en fait. Et c… https://t.co/OaogVBt0KH,None
@Lucy51602801 Bonjour ma jolie Lucy passe un magnifique dimanche et un bon match ALLEZ LA FRANCE 🇨🇵 gros gros bisou… https://t.co/3e835ZtqXS,None
"@Lucy51602801 Passe un bon dimanche
Passe une belle journée Lucy
De gros bisous 😘🤗🌿🍃❤️🌹🔥🥐☕️",None
"@lugyney Mdrrr c'est lui le plus gros jaloux de l'équipe 😭😭 C'est lui le problème.. quand il est pas là, le groupe… https://t.co/Y4rbw172Of",None
"@LukaMagicFR J’avais pas vu passer ça ! Incroyable, ça fait vraiment plaisir pour lui ! Avec la win ça aurait été m… https://t.co/7kI2Iowipm",None
@Lupo68537311 @mister_nbd @aaliiloamrl @SCCR_212 @WalidRegraguiof mais gros fdp y a une délimitation géographique d… https://t.co/E5djqIVkap,Hate_Speech
@lustucrupointu en gros y’avait des travaux avec feux avant le rond point donc elle pensait qu’il fallait le prendr… https://t.co/m3AKPQedC6,None
@lxgxndvxrx En gros « depuis que je suis petit j’ai tjrs voulu être différent » https://t.co/kEHKKE7mFp,None
@lylasmauve Merci gros bisous,None
@Lytaga23 Elle est afficher sur Le Mans sur un gros panneau ..... j'espère que vous allez la retrouver !!!,None
@macielcarp912 @VibesFoot Un bon gros CSC comme on les aime.,None
@madame_pivoine @noradrenalinee La beauté y'a une part de subjectivité et d'objectivité. Des mannequins plairont to… https://t.co/oimNdABujh,None
@MaeckJ @JFaerber Alors ça c'est magnifique! Donc en gros si tu votes pas extreme droite tu peux defoncer du manife… https://t.co/Y6LWQ9oyd7,None
@maestrotermes Mais espèce de gros con fini Stone Océan d’abord,Bullying
@MagaliNet80 Gros soutien.,None
@magnier7_damien @njghhhhj @Betclic Ptdrrrr il a supprimé tous ses tweets tellement qu’il a vu à quel point il est… https://t.co/YvV8ZbdLtm,None
@Mahito_Tomura @Pedrisisme Et me dit pas zarhma il a ben arfa t’a vu l’action contre metz on l’a jamais vu vers sa… https://t.co/wsZ5Mg1Jo2,None
@maillebi @mamacitadeMede1 Harcèlement 👹👹👹,None
@MaisDuBled C'est pas une maladie a proprement parlé mais en très résumé parce-que j'ai pas le compte-rendu sous le… https://t.co/Dgv8lt6xPO,None
@malikbks Ah ouais toi sa ce voit tu crois ton ce qu’on te dit t’es vraiment débile,Bullying
@Manchotcolat Yep c un gros fake,None
@ManCityToUcl @MarquinGoat_ @ansubinho @Inoxtag Ok tu peux gagner un gros salaire mais le flow ca n’a pas de prix,None
@Manhi_131 @Samy_Olivier Ben désolée mais quand je vois les commentaires sous les Tweets de Clémentine Autain c’est… https://t.co/IBTWaHy7NP,None
@Manskorp13 @RBLnkunku @bilelmoh_ @zAnxSZN @ActuFoot_ @lequipe Dans 20 ans on se souviendra du plus gros palmarès d… https://t.co/4qYkBDwTz0,None
@Marc_Doyer @verity_france La bêtise du monde actuel n'a plus de limites... Peut-être qu'avec un peu de chance 2023… https://t.co/Z1uycIq1xB,None
@MarcoLaBrehm Mais c’est 48h la validation. Donc la demande tu l’as fait avant le gros bug de vendredi,None
@Marcovert4 @MichelleTouss32 Mais il reste du débile. ...ça va...pas de pénurie. Ouf.,Bullying
@Marcovert4 @Suzy77J @EtchePas @MichelleTouss32 Tout est gros et devant nous comme le covid et pourtant personne n'… https://t.co/Y0n8S9MUJL,None
"@Margot_gbn 
Tu pourras me dire comment fonctionne le montage ??
En gros tu en as pour longtemps à le faire ?? Vrai… https://t.co/A9ri8WVTCO",None
@MARIA224K Car c’est des gros radin,Bullying
"@Marie_bruley @Mdelormeau Bonjour adorable Marilou ❤️,
Merci beaucoup, bon dimanche à toi aussi.
Chez moi il fait -… https://t.co/KEXMbQCCdK",None
@marie_demare Notre ado attardé... Brigitte le trav devrait le priver plus souvent de sucette au chocolat !,Bullying
"@marie_pouyadou Bonjour Marie, bon dimanche, gros bisous 😘🙏🥶🥶",None
@Marie08979035 et une conne de plus,Bullying
@mariecchambel C'est a cause de ce genre de réactions que beaucoup de victimes ne parlent pas et ca donne la nausée… https://t.co/oayMO1K7Rr,None
@mariojoy3 @4th3n4rt3m1s Entre trouver un peuple moche (ce qui est totalement subjectif) et insulter tout un peuple… https://t.co/krZQ0xSE5T,None
@MarjorieClair11 un coucou 👋 Marjorie 💐je te souhaite un très bon Dimanche 🌹des Gros Bisous. 🥰🥰🌹🎅🎄,None
"@Martine48991641 @Guillaume_Calao Oui.🙏😌
Gros bisous Martine.💖💖",None
"@Martinez_J_ @sedatif @baroulot @CnpIpa Donc en gros les IDE, restez à votre place, ne cherchez pas à évoluer car o… https://t.co/jLwSfTuKmt",None
"@Marvel_Fit Le problème c'est les gros, pas l'avion.",Hate_Speech
"@Marvel_Fit Ptdrrr mais Zelensky fait clairement l’apologie du racisme là, en gros tous mes potos russes je dois le… https://t.co/XfggrCiKs5",None
@MarwanBelkacem @stefan19_75 Quel immense débile comment tu veux être pris au sérieux avec des tweets comme ça,Bullying
@MarwanBelkacem En vrai j’ai peur que du coup y ait 1 seul gros leader qui prenne trop de pouvoirs et que forcément… https://t.co/ChrYCfMH7B,None
@MarxFanAccount @Lise_Moa C'est la coupe du monde gros. Il va pas faire vice de rien. Normal il vient rpz la France qu'on l'aime ou pas,None
@Masse14Mf @machikha1 @theocabinet @DamienRieu @Dussurgey3 Ou voyez vous un migrant dans cette vidéo ?,None
@Mathafackzer Faut être un bon gros segpa pour faire ça mdr,Hate_Speech
@MathieuMf @SullenSeagull @bearstech Je connais un logiciel libre qui fait ça. Demande des utilisateurs pour se con… https://t.co/cwK7cunqux,None
@MathieuSlama Le soixantehuitard attardé au yeux pleins de fumée du dernier pétard veut nous foire croire à la démo… https://t.co/ES3v6r2bp7,None
"@MaudLefebvre19 J ai pas trouvé l'original.
Ça ressemble à un gros fake.
Ceci dit il les a bien comparé à des nazis chez Léa salamé.",Hate_Speech
@max_molongi Jsuis sous Fervex depuis 3j gros jsuis toujours cloué au lit,None
"@max69614254 D'ailleurs j'ai un migrant italien de Tunisie comme colocataire.
Il parle pas italien.
Mais il support… https://t.co/KJTfOsJYta",None
@MaxiBernard_ Et encore un gros connard d'artiste qui se dévoile,Hate_Speech
"@MaxiBernard_ J'ai rencontré plusieurs fois Lavilliers, nous avons un ami en commun. Parolier genial, compositeur e… https://t.co/VCPYtjsFsE",None
@MaximeAncian_ Jsuis un rebeu classique https://t.co/GNLAU73oPv,None
"@MaximeChao Oui. Il a la gueule de l'emploi pour Lobo.

Et ""gneu les gens vont être perdu"".

Le mcu : 
2 acteurs po… https://t.co/OSxOVB4669",None
"@MaximilienThiry Bonjour je vous remercie de l'aide, 
Je m'était un peu renseigner sur le 
&lt;div role=""banner""&gt; ou l… https://t.co/ouUP6eF8Uo",None
@MayleenTheOne @ToumsyPO @TheBeyhivior @CerfiaFR Mdrrr prends un Xanax ça va aller 😅 je relate juste des faits et s… https://t.co/WCBzRmEJlc,None
"@Mayobaudouin2 @Mayobaudouin2
Vs n'êtes pas intelligent..
Votre égo est très Gros il faut de l'ombre à tout le rest… https://t.co/encAUB5czz",Bullying
@MbalaKarl Force à toi gros j’ai eu le temps de me raser sa repousse déjà 😮‍💨,None
"@mdfranza OOOOOH allez, ça y est on atteint le point où parce qu'on dit un gros mot ici (ouin, c'est si grave), on… https://t.co/xb8Hw4xM9o",None
"@mdgrinbaud Le plus gros de tous haha 😂 
#AllezLesBleus ! 🇫🇷🇫🇷🇫🇷",None
@Medhi_T10 À noter qu'ici nous avons eu un gros match d'Enzo qui aide Alvarez lors des phases offensives.,None
@MedhiiDrd @heyomeech956 Mdrr le poto ils disaient en gros que l’argentine represente le plus le pays parce que pou… https://t.co/ezNhdhvJ7t,None
@Meeliodaas33 @Alnetaountien @NolandAndy @RomyCzne @_BeFootball J’ai jamais dit un gros match. J’ai dit qu’il a por… https://t.co/gKOoCSZVoL,None
@Mehdi_bouzid_ gros batard c’est parce que je suis enrhumée ça bouche mes oreilles,Hate_Speech
@MehdiAa20739554 @AAKAGAMI_OP La dernière image est complètement debile comme toi y’a pas bm rayleigh garp alors qu… https://t.co/CF1DDFJEHm,Bullying
@mekipkc Non gros je me suis vraiment réveillé en sursaut à cause de @_OlivierGiroud_ frr il a mis une mine j’ai voulu célébrer,None
"@MelickMr @gkelly80667381 @cathdorion une bague au doigt = hijab
belle comparaison crisse de débile",Bullying
"@MelzerZer HAHAHAHAHAHA Nan mais gros c'est grave qd mm ""on débranche le cerveau"" mdrrr autant lire un livre si ça se rapporte qu'à ça",None
"@menad_ait @Hakim2th Si j'avais vu ce commentaire, je n'aurais même pas pris la peine de répondre à ton autre commentaire. Débile !",Bullying
@MerantPierre @mhugo82490904 @DamienRieu Continue de chasser des gamines sur Twitter un jour tu vas tomber gros pervers,None
"@MeroveeC @MJustincase @dupond007 @FrDesouche Y a ""gros cons de racistes"", aussi",Hate_Speech
"@mglhrl @pjacquemain @GDarmanin Vu le débile soin à marquer son camp par « elu-..-..-..es », 2eme solution 😵‍💫",Bullying
"@MhxRomain Non moi c’est fini je suis un gros porc selon les dires sur le côté, mais toi tu es à ton prime de ce qu… https://t.co/TPDGXE2X3F",Bullying
@MiamiHeat_Fra Et 4-0 surtout. Gros candidat oui !,None
@MiandaNawal @EmmanuelMacron Ça reste incroyable que le plus gros obstacle à l'intégration des personnes d'origine… https://t.co/vDhJEzZvYU,None
@MiawallaceB52 @le_surmulot Tiens le troll ça t’évitera de passer pour une conne 👇🏻 https://t.co/oXZjD9oFQg,Bullying
@Michael40526013 @TheAouicha Ba c’est un gros raciste lui aussi,Hate_Speech
@MichelFlori Tu peux continuer tu reste un gros con !,Bullying
@micheljackesson @LaPvlga Fils de pute,Hate_Speech
"@Michelle56920 Bonjour Michelle, bon dimanche glacial, gros bisous 😘🙏🥶🥶",None
@MichelleTouss32 C'est officiel : vous êtes une grosse débile. 🤡,Bullying
"@MichelleTouss32 Cette connasse est évidemment vaccinée, et jamais de sa vie elle ne mettra les pieds dans la dictature russe.",None
@MichelleTouss32 Et vous avez une tête de connasse tout est cohérent,Hate_Speech
@MichelleTouss32 La greluche spécialiste de rien qui n’a même pas lu les derniers rapports 🤦🏻‍♂️ Ce n’est pas possi… https://t.co/irbdD9dRsf,None
@MichelleTouss32 Officiel aussi : t’es toujours aussi conne,Bullying
@MidChak @UPR_Asselineau Ce qu’Asselineau veut dire et il a raison c’est s’il le faisait pas un branleur de françai… https://t.co/ruWnECSDeN,Hate_Speech
"@Miiranda_9 Aaaahh bah c’est raciste mddddr en gros ce que je comprends c’est que pour cette personne, la France do… https://t.co/FMmJEX44BZ",None
"@mikadosebo @dcrossbowxxx Moi j’ai pas un gros bulge, mais un bulgeounet. Donc pas de AW pour moi.",None
"@MikeBenMaimouna @EmmanuelMacron @NicolasSarkozy @lequipe Et vous n’y connaissez rien, jeune? Débile.",Bullying
@MinColonna @RSF_fr @RSF_inter @FranceEnRussie @francediplo Connasse de sinistre tu ferais mieux d'aller faire le t… https://t.co/O7MPVmkIWS,Hate_Speech
@MinosTV_ Enfinnn qu’il y a une personne qui pense la même chose que moi c’est tellement debile,None
"@MissKat44678269 @LoetitiaH Je parle anglais mais je n’ai vu que quelques minutes de la video, j’avoue. Mais cyber… https://t.co/eVb7T61zU1",None
"@misskillzone76 @gruss_louis @DeriveFigurine Oui j’imagine bien, c’est surtout que si tu gratte un peut hein 🤨 comm… https://t.co/OmsQhgMqgW",None
@mister__dead @Sheshounet Non la question est plus simple. Si pas d’encrage au sol il s’agit d’une habitation mobil… https://t.co/4bhIBgOFnv,None
@Mljr75112 @LesEchos @Hamladji @EchosLeadership Malheureusement...le franc parlé de DD dans les vestiaires= harcèlement etc..en entreprise.,None
@MLP_officiel Le plus gros problème de la France sont ceux qui voient du racisme de partout.,None
@MMArena_ Gros gros niveau tsarukyan! C’est un des seul qui peut crée un problème à Machachev! Il mérite un top 5 !,None
"@MOCHI_AULAIT @JC64500 @_BeFootball Ptdr mais t'es attardé
Il dit que la dernière fois qu'il a pleuré c'est 2006 et… https://t.co/6JIVUEF9E2",None
"@monsieur_biggy Ouais, mais en dehors de ça, je suis super gentil alors ça doit être pour ça. Me faut bien un bon gros défaut ! 😅",None
@MonsieurFocanCl Non mais c'est sur que des Izoard Vedaquais ou Callmethebreeze qui ont 700 ou 800000 de gains à 4… https://t.co/hQOpDZQRpS,None
"@MonsieurM44 J'ai 1 autre anecdote sur des collèguEs qui parlaient de moi :
""Mais il est trop gentil Fart, c'est bi… https://t.co/nkaf4aKZPm",None
@MorganVimbert @Yuzerrr @HydraOffi Ta le droit detre un gros hatttt mais dit pas nimporte quoi mon reuf,None
@MouhyadineAli Vous êtes toujours gros et noir aucun changement physique,Hate_Speech
@mouniimouns Sur 100 obèse t’en aura 1 ou 2 qui sont gros à cause de la maladie… le reste c’est juste un apport cal… https://t.co/XtQQ5lehIV,None
@MRmowglie @Li_Gutsssssssss @PristianoF @DogaShinobi Ça prouve juste que ça parle à + de gens mais sinon ça voudrai… https://t.co/R5j9gO6zEP,None
@mss_ch17 T’as pas été au collège et c nous les conne,Bullying
@MufcOrionis__ Donc en gros de voir Messi perdre sa va te faire renaître ?,None
@MukiKong Oui !!! J’sais ps comment les gens l’ont interpréter mais j’voulais juste dire ça en gros mddrrr les gens… https://t.co/u7O5W3JvKE,None
"@music_mjm @ginette69890 Tu suce trop toi , si les renois sa les derangent sa les derangent  ! Si on te dit les tra… https://t.co/hG94aHSfKJ",Hate_Speech
@MvdeCrvmson Merci enfin un renoi qui me défend ✊🏾✊🏿✊🏽,None
@myriampalomba @IicheIIarem Le bon vieux gros plein de soupe a tendance pedo faut la morale je suis éclater de rire 😜,Hate_Speech
@Mystic_Cayman Elle est conne ou elle a bu?,Bullying
@Mz_78210 @nahel_weldik @lukelucassss7 @MontCorvo_Off En gros Zoro n'a jamais été plus rapide que king sans ses fla… https://t.co/A2ULnE6rNl,None
@n_funta et vous n’êtes que migrant slave tandis que nous sommes autochtones,Racism
"@n6hssi @ptlszd2 ""Quand c’était une pute "" 🤣🤣🤣",Sexism
"@nadchris34 Bonjour Nadine, merci beaucoup.
Excellente dimanche à toi et à toute ta famille.
Gros bisous.😘😘
Chez moi -4,8 degrés.",None
"@nadine_Glauser un petit bonjour 👋 Nadine 🌹pour te souhaiter un agréable Dimanche, froid 🥶 Des Gros Bisous. 🥰🥰prend bien soin de toi. 💐🎄🎅",None
@NadINE61648125 Merci ma belle 😘😘prend soin de toi bon courage pour cette après-midi 🥰🥰🥰des gros bisous 😘😘😘🫶🫶🫶,None
@nakimzer en + de tabasser des gens random ils nous toys avec leurs cible de pute frr,Sexism
@nakimzer tu preferes les parkings ou les gros faf,None
@naomifrms sal conne c’est une disquette,Bullying
"@Nartraq_ @76PH @ActuFoot_ C'est bon que vous êtes des gros chatteux de fdps, vous sauriez déjà sorti par l'Anglete… https://t.co/pTTTjmhAja",Hate_Speech
"@nathanpsmad Ça suffit ce harcèlement contre la population ?!
Les gens savent ce qu'ils ont a faire bordel !
On fai… https://t.co/H4kblxHeQC",None
"@Natio_MLaFrance @yann6904 Si elle est basque, je me fais none 🤭 les Basques ont pu accepter ça ?😂 
Dans ma jeuness… https://t.co/geSKiDslYh",None
"@Natio_MLaFrance Des étudiants ??
J'ai un gros doute plutôt des sangsues qui profitent de la générosité de la Franc… https://t.co/m7cvWXiUPP",Racism
@NATLY12533573 @William85837998 @BouvetCatherin1 @EdePoncins @FranceenUkraine @MinColonna @francediplo Débile. Voil… https://t.co/2ymDN9mNBI,Bullying
@NATLY12533573 Très joli. Moi faut que je m active aujourd'hui pour finir les décorations du sapin et que je monte… https://t.co/YXBOCH0pFY,None
@Naytrix_Off @Pams_o @Inoxtag un plus gros flop que le plus-que-parfait,None
"@nbouzou Monté à l'envers vous hein ?
L'HP fonctionnait très bien avant de vouloir en faire une entreprise et la T2… https://t.co/g06P1Xzp8x",None
@NeidirFalestine @nhamunda21 @GillesClavreul Donc en gros tu es un Troll car ton pseudo contient un prénom musulman… https://t.co/zVh0KIW5ek,Hate_Speech
@Nems_Mt Gros c'est twitter ! C'est le reseau social ou les cons pensent que leur paroles / avis a de la valeur ! I… https://t.co/iOWlGWbT2B,None
@nessielasexy ELLE EST CONNE,Bullying
@neuf5trois En gros les gens qui me font les français de la patrie avec leur discours sur France on espère qu’ils f… https://t.co/sxQ0rN0aDJ,None
@NewmanJaderioux @grbxt @12Coups_tf1 Il me semble que c'est vous qui avez un gros problème pour proposer des répons… https://t.co/bu2qHH3fdg,None
@Neymbappe_ @ffccsowldat @MessiLeGoat4 @_BeFootball Gros argument mon enfant,None
@neynmr @Kakashiii31 T’es le plus gros svceur de Booba C’est pour ça,Sexism
@niakolilodu13 @JVchille @ActuFoot_ Ta seule odeur de bledar de barbes tu dis les noirs qui pue va voir une Pute tr… https://t.co/RzjDoI7OYJ,Racism
"@nicolas_pillet Avec un petit coeur derrière le ""pute"", ça aurait tout changé.",Sexism
"@nicolasirkis https://t.co/Fry2taSKXT [Journée internationale des migrant·es] 
Les personnes migrantes subissent de… https://t.co/JTf78Qt2Kr",None
@NicolasMayerNMR salauds de passeurs et ceux qui les encouragent,Hate_Speech
"@nicosartom @noradrenalinee Être gros n'est pas normal cela a un risque pour la santé, il ne faut absolument pas s'… https://t.co/IgjAb2zzoc",None
@NIHS194 Dès qu'un rebeu fait 3 ou 4 match avec sa sélection il est annoncé chez nous,Racism
@niinaannii_ina Ces gros 🐷,Hate_Speech
@Nikaa_Dww @ZaZoo_94 Il a un gros chibre nerou ?,Sexism
"@nikolok36274693 @Marvel_Fit Pas le combat contre les Zen'in gros, celui contre Naoya esprit vengeur",None
@ningaucarre très bon groupe avc de bons vocals et rap mais le fait que y'a que wonyoung qui soit mise en avant ça… https://t.co/4jYYhU94Yg,None
"@Nini74130 @thejomblog Cindy fard est d’origine guadeloupéenne aussi 😭 donc en gros, ça sert à rien 😂😂😂",Racism
@Ninisavoie @VieDeLaJoconde Sergent Débile,Hate_Speech
@nintendalerts @zenmarket_fr @xSqueeZie Gros mon pote fan de pokemon ça fait giga plaisir d'avoir ton soutient pour… https://t.co/XWm42Hx06e,None
"@Nintendark Oui ça arrive régulièrement en fait. Là, c’est un gros problème qui tombe à un mauvais moment, mais les… https://t.co/fAzH4lKAvN",None
"@NlICO_ @tco92i Pourquoi le tweet sonne comme ""ce sale arabe antisémites d'Ahmed qui parle de sa Palestine là on en a marre """,Racism
@NManu94500 Coucou gros bisous 😘😘,None
@nminimoyyy il cache sa vieille tête de gros raciste là,Hate_Speech
@NoitDeCajou @Tristzzer J'espère que tu va te retrouver à côté d'un renoi à un concert (genre comme moi) qui va te… https://t.co/fTmDt0KCMx,Racism
"@NoitDeCajou @Tristzzer T'as aucune leçon à me donner sur ça et m'insulte pas, j'espère juste que tu va tomber sur un renoi digne de ce nom.",None
@nonoch83 Merci Nono 🙏gros bisous 💋✨🎄🌷,None
"@noradrenalinee Ah oui, donc selon vous:
- être gros = être moche
- être gros interdit avoir des goûts personnels",Bullying
"@nossilladc c’était sur gros, les tweets que je vois de toi son ceux que j’écrivais à mon ancien taff et jsuis partie",None
@NostradamusPro ça te dérange de lire les opinions des gens pour que tu me blackliste ! Continue à montrer tes gros… https://t.co/chDQpBQcBd,None
@NotPatrick Pas seulement de l’alt-right mais aussi de gros investisseurs de la Silicon Valley qui conseillent Musk aujourd’hui,None
@nounou17122018 @BFMTV Oh que non mais vous avez une analyse simpliste ..je hais autant l extrême droite que ceux c… https://t.co/h0I1lWe106,None
@nthtofly Rooh sort moi un tweet homophobe que j'ai fait + je defend mes renois et rebeus français,Racism
"@nthxnnn Je le met en général le head mais bon là j'était plus concentrée sur header
&lt;html&gt;
&lt;body&gt;
&lt;div role=""banne… https://t.co/LyfpzbB0ZJ",None
@Ntrbn1 juuuuure incroyable ça gros,None
"@Numero10B @wapaakk Wsh khoya contre notre camp là, on a ce qu’il faut entre les jambes pour en faire de plus gros… https://t.co/G3uUw7cc6m",None
@o_m__13 @_BeFootball @lahia131 Toi c’est pas Dienginho t’es Denguino gros va te jeter esquinté que tié,Bullying
@Octopii_ Gros c est la plus blanche de toute la nouvelle Calédonie y avait large mieux comme d hab...,None
@oiseaudejour Bonjour Cathy merci pour le soleil mais il n'est pas venu je te souhaite une excellente journée ☀️et… https://t.co/eDw5q8sCYM,None
@olbceltics Faut recruter un gros ailier surtout,None
@OLD_Zeleph Gros zizon,Sexism
@OLI93300 Dsl pour toi gros !,Bullying
@olibdx J'ai écrasé la liste des documents que je vous ai envoyé par mail et je vous en prie cher compatriote... is… https://t.co/H2R4IRIf58,None
"@olivierFPXIX @DufourMeiffren Pourtant en 2010 Benzema et Nasri sont absents. 
Et c'est le plus gros fiasco du foot… https://t.co/5f64OFmbyL",None
